id,station_name,code,longitude,latitude,elevation,Year,Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
43466,COLOMBO,3,79.87,6.9,7,2020,3,24.6,25.5,25.5,24.5,26,26.2,26,24.1,26,26.6,26.8,26.7,26.4,27,26.6,26.6,25.6,25.8,26.2,26.2,24.3,25.1,25.7,26.2,26.6,25.1,25.4,25.2,27.2,26.2,25.6
43466,COLOMBO,3,79.87,6.9,7,2020,4,25.7,25,25.2,25.3,25.1,26.5,26.4,26.2,25,25.3,23.8,26.5,24.3,25.7,25,24.7,25.7,25.8,25.6,25.2,26.3,26.6,25.1,25.2,25.3,25.6,26.1,27.1,26.3,27.5,
43466,COLOMBO,3,79.87,6.9,7,2020,5,27.2,28.7,26.5,26.8,25.7,25.5,25.5,27,26.9,25.2,25.9,25.2,26.9,26.4,25.5,28.8,28.2,28.1,28.7,27.4,25.2,26.2,28.7,29,28.2,24.2,24.4,27.3,27.1,26.5,26.4
43466,COLOMBO,3,79.87,6.9,7,2020,6,26.4,26.3,26.4,25.7,26.8,24.7,24,23.4,26.1,28.3,25.9,25.6,26.8,27.6,26.7,28,27,27.6,27.9,27.4,26.1,27.6,27.9,27.2,28.3,26.6,26.4,26.3,27,27.4,
43466,COLOMBO,3,79.87,6.9,7,2020,7,27.7,28.1,27.3,26.4,25.5,28.2,24.7,27.9,27.7,27.3,26.3,24.5,26.1,27.4,28,27.6,24.4,26,24.9,24.5,22.3,25.4,25.5,24,25,25.4,25.5,27.2,27.1,25.3,25.1
43466,COLOMBO,3,79.87,6.9,7,2020,8,26.9,24.2,24.5,26.5,26.4,23.3,24.3,25.8,26.1,26.4,26.5,26.6,26.9,26.6,26.5,26.5,26.8,26.9,26.4,27.7,27.2,26.3,26.4,26.3,26.4,26.4,27.3,27.4,27.4,27.6,27.7
43466,COLOMBO,3,79.87,6.9,7,2020,9,27.5,25.5,24.2,25.1,24.7,23.7,22.3,26.1,23.9,23.6,25.2,26.5,24.8,24.7,26.3,27,26.2,26.4,25.2,27,24.2,23.9,24.7,26.6,24.2,24.1,25.3,26.4,24.6,25,
43466,COLOMBO,3,79.87,6.9,7,2020,10,24.2,26.6,25.4,27.1,26.7,26.5,26.5,25.8,26.4,24.7,24.5,24.9,27.5,25.8,24.5,24.8,26.2,26.6,27.1,27,26.8,26.6,26.7,26.7,25.4,27.2,26.2,25.6,25.8,25.8,26
43466,COLOMBO,3,79.87,6.9,7,2020,11,25.4,26.2,25.8,25.2,23.9,23.8,24.1,23,23.8,24.7,24.8,24.6,24.9,24,24.6,24.8,24.7,24.4,24.3,24.2,23.7,25.3,24.4,24.7,25.1,24.5,24.6,23.6,25.2,25.6,
43466,COLOMBO,3,79.87,6.9,7,2020,12,25,25.1,26.4,24.4,24.6,24,24.5,25.1,24.6,25.2,23.7,23.9,23.5,22.5,22.9,24.9,24.3,24.6,24.2,25,24.5,24.8,23.6,23,23.3,23.6,24.4,24,24.9,23.8,24.2
